satisfaction_level,last_evaluation,project_count,average_monthly_hours,time_in_company,work_accident,emp_left,promotion_last_5years,sales,salary
0.67,0.67,4,141,2,1,0,0,sales,low
0.49,0.6,4,264,2,1,0,0,product_mng,low
0.98,0.68,5,171,3,0,0,0,management,high
0.51,0.97,4,258,2,0,0,0,sales,medium
0.69,0.58,4,149,3,0,0,1,marketing,medium
0.86,0.95,4,149,3,0,0,1,sales,medium
0.16,0.72,3,203,3,0,0,0,sales,medium
0.89,0.99,2,258,3,0,0,0,sales,medium
0.75,0.99,2,237,5,1,0,0,product_mng,low
0.78,0.43,4,275,3,0,0,0,IT,low
0.84,0.8,4,236,3,0,0,0,marketing,low
0.54,0.52,4,173,2,0,0,0,marketing,medium
0.77,0.99,4,260,3,0,0,0,sales,medium
0.31,0.7,3,132,3,0,0,0,product_mng,low
0.5,0.77,3,267,2,0,0,0,management,high
0.63,0.48,4,179,3,0,0,0,marketing,low
0.73,0.54,4,167,3,0,0,0,IT,medium
0.28,0.59,6,281,3,0,0,0,product_mng,medium
0.77,0.49,2,286,7,0,0,0,marketing,low
0.77,0.75,3,170,7,0,0,0,sales,low
0.49,0.36,2,192,3,0,0,0,sales,low
0.69,0.78,5,131,8,0,0,0,support,low
0.98,0.49,3,199,10,0,0,0,technical,medium
0.71,0.97,5,208,8,1,0,0,management,medium
0.5,0.92,4,266,7,0,0,0,product_mng,medium
0.74,0.49,4,233,3,0,0,0,sales,medium
0.63,0.6,4,258,3,0,0,0,sales,medium
0.98,0.44,4,154,6,1,0,0,sales,medium
0.56,0.79,5,248,3,0,0,0,sales,medium
0.74,0.78,4,194,8,0,0,0,sales,medium
0.2,0.6,5,261,8,0,0,0,sales,medium
0.92,0.68,4,178,3,0,0,0,product_mng,low
0.76,0.56,5,222,10,0,0,0,management,high
0.57,0.93,2,204,10,0,0,0,accounting,low
0.82,0.65,5,178,7,1,0,0,sales,medium
0.64,0.67,2,223,3,0,0,0,product_mng,medium
0.59,0.5,2,162,2,0,0,0,management,high
0.77,0.68,3,214,8,1,0,0,management,high
0.15,0.75,3,259,8,1,0,0,marketing,high
0.88,0.58,3,145,8,0,0,0,sales,low
0.89,0.86,4,153,3,0,0,0,accounting,low
0.7,0.68,5,225,7,0,0,0,sales,medium
0.49,0.78,4,254,10,0,0,0,management,high
0.22,0.7,4,159,5,0,0,0,management,low
0.91,0.77,3,195,7,0,0,0,sales,medium
0.61,0.77,5,232,7,0,0,0,sales,medium
0.87,0.73,5,184,3,0,0,0,product_mng,low
0.5,0.91,4,144,8,0,0,0,management,medium
0.5,0.68,3,245,4,0,0,0,marketing,medium
0.27,0.42,6,173,7,0,0,0,sales,medium
0.58,0.67,5,133,10,0,0,0,technical,medium
0.36,0.41,3,167,10,0,0,0,support,low
0.22,0.62,3,180,3,0,0,0,support,low
0.16,0.96,5,137,5,1,0,0,technical,low
0.62,0.73,3,245,4,0,0,0,IT,low
0.7,0.88,3,159,2,0,0,0,IT,high
0.76,0.98,2,235,3,0,0,0,management,high
0.51,0.75,3,133,3,0,0,0,sales,medium
0.93,0.7,5,231,7,0,0,1,sales,high
0.23,0.77,5,272,2,0,0,0,sales,low
0.92,0.61,4,143,8,0,0,0,sales,low
0.67,0.49,3,247,10,0,0,0,sales,medium
0.78,0.57,3,209,3,0,0,0,product_mng,medium
0.73,0.78,3,262,7,1,0,1,management,high
0.74,0.98,3,166,3,1,0,1,management,high
0.32,0.48,4,117,10,0,0,1,marketing,medium
0.91,0.65,5,214,3,1,0,0,marketing,low
0.64,0.6,3,265,4,0,0,0,sales,low
0.76,0.56,3,179,3,1,0,0,sales,low
0.82,0.67,4,156,3,0,0,0,product_mng,low
0.66,0.79,5,134,3,0,0,0,management,high
0.58,0.9,3,209,2,0,0,0,management,high
0.56,0.74,3,265,3,0,0,0,support,medium
0.97,0.61,4,262,3,1,0,1,marketing,medium
0.72,0.71,4,256,3,0,0,1,sales,medium
0.61,0.83,4,245,3,1,0,1,technical,low
0.75,0.79,4,263,3,0,0,1,marketing,medium
0.7,0.83,5,241,2,0,0,0,sales,medium
0.49,0.62,4,161,2,0,0,0,IT,medium
0.68,0.75,4,258,3,0,0,0,management,high
0.69,0.75,3,253,3,0,0,0,management,high
0.63,0.7,5,160,3,0,0,0,management,high
0.62,0.76,5,198,3,0,0,0,sales,low
0.78,0.8,3,256,2,0,0,0,IT,medium
0.92,0.6,3,179,2,0,0,0,IT,low
0.86,0.62,4,186,3,0,0,0,product_mng,low
0.96,0.59,3,241,3,0,0,0,product_mng,low
0.49,0.4,2,148,2,1,0,1,management,high
0.78,0.62,4,150,3,0,0,1,management,high
0.82,0.76,4,266,3,0,0,1,management,high
0.74,0.94,4,157,2,0,0,0,sales,medium
0.21,0.85,6,285,7,0,0,0,sales,medium
0.64,0.64,2,190,3,0,0,0,sales,low
0.94,0.99,2,157,3,0,0,0,sales,medium
0.92,0.85,3,151,6,1,0,0,sales,low
0.65,0.61,5,167,8,0,0,0,sales,low
0.82,0.84,3,194,3,0,0,0,product_mng,low
0.53,0.8,2,225,7,1,0,1,management,high
0.58,1,4,220,10,0,0,0,marketing,medium
0.71,0.69,4,222,4,0,0,0,sales,medium
0.48,0.72,3,143,4,0,0,0,sales,medium
0.82,0.79,3,160,3,0,0,0,sales,medium
0.57,0.64,4,226,7,0,0,0,sales,low
0.16,0.63,5,266,7,0,0,0,IT,low
0.59,0.77,3,272,8,0,0,0,management,high
0.52,0.55,5,174,3,1,0,0,sales,medium
0.67,0.49,5,241,8,0,0,0,sales,medium
0.52,0.61,4,187,4,1,0,0,sales,medium
0.48,0.5,5,142,4,0,0,0,IT,medium
0.19,0.79,4,229,4,0,0,0,product_mng,medium
0.49,0.49,3,104,7,0,0,0,product_mng,high
0.49,0.49,4,212,7,0,0,0,product_mng,medium
0.74,0.95,5,266,10,0,0,1,management,high
0.11,0.88,7,272,4,0,1,0,sales,medium
0.45,0.47,2,160,3,0,1,0,sales,low
0.4,0.53,2,158,3,0,1,0,sales,low
0.4,0.49,2,135,3,0,1,0,sales,low
0.38,0.5,2,132,3,0,1,0,accounting,low
0.45,0.57,2,134,3,0,1,0,hr,low
0.1,0.94,6,255,4,0,1,0,technical,low
0.39,0.54,2,132,3,0,1,0,support,low
0.1,0.92,7,307,4,0,1,0,support,low
0.37,0.46,2,140,3,0,1,0,support,low
0.38,0.54,2,128,3,0,1,0,technical,low
0.85,1,4,225,5,0,1,0,technical,low
0.11,0.94,6,286,4,0,1,0,IT,medium
0.43,0.54,2,153,3,0,1,0,product_mng,medium
0.76,0.86,5,223,5,1,1,0,product_mng,medium
0.39,0.56,2,142,3,0,1,0,accounting,low
0.79,0.59,4,139,3,0,1,1,management,low
0.11,0.87,6,305,4,0,1,0,marketing,low
0.4,0.5,2,130,3,0,1,0,sales,low
0.89,1,5,246,5,0,1,0,sales,low
0.4,0.49,2,155,3,0,1,0,hr,medium
0.43,0.52,2,160,3,0,1,0,technical,low
0.11,0.84,6,251,4,0,1,0,technical,low
0.46,0.49,2,138,3,0,1,0,support,low
0.38,0.49,2,132,3,0,1,0,support,low
0.1,0.83,6,292,4,0,1,0,support,low
0.42,0.48,2,129,3,0,1,0,management,low
0.74,1,4,249,5,0,1,0,IT,low
0.84,0.88,4,263,5,1,1,0,marketing,low
0.39,0.5,2,147,3,0,1,0,marketing,low
0.45,0.56,2,154,3,0,1,0,marketing,low
0.37,0.52,2,143,3,0,1,0,marketing,low
0.11,0.8,6,304,4,0,1,0,accounting,low
0.11,0.92,6,305,4,0,1,0,technical,low
0.1,0.95,7,301,4,0,1,0,marketing,low
0.45,0.51,2,147,3,0,1,0,sales,low
0.11,0.84,7,296,4,0,1,0,sales,low
0.31,0.54,5,132,5,0,1,0,sales,low
0.41,0.46,2,160,3,0,1,1,sales,low
0.41,0.48,2,148,3,0,1,0,sales,low
0.37,0.51,2,127,3,0,1,0,sales,medium
0.11,0.85,6,308,5,0,1,0,sales,medium
0.89,0.99,5,257,5,0,1,0,accounting,medium
0.09,0.85,6,297,4,0,1,0,hr,medium
0.09,0.82,6,249,4,0,1,0,technical,medium
0.1,0.91,6,287,4,0,1,0,technical,low
0.1,0.93,6,256,4,0,1,0,support,low
0.38,0.5,2,153,3,0,1,0,support,low
0.77,0.99,5,228,5,0,1,0,support,low
0.43,0.46,2,156,3,0,1,0,technical,low
0.36,0.48,2,158,3,0,1,0,IT,low
0.89,0.87,5,225,5,0,1,0,product_mng,low
0.37,0.5,2,135,3,0,1,0,product_mng,low
0.44,0.54,2,149,3,0,1,0,hr,low
0.92,0.99,5,255,6,0,1,0,sales,low
0.42,0.56,2,134,3,0,1,0,support,low
0.4,0.53,2,151,3,0,1,0,marketing,low
0.79,0.92,5,254,6,0,1,0,sales,low
0.42,0.5,2,139,3,0,1,0,hr,medium
0.38,0.86,6,139,6,0,1,0,technical,medium
0.81,0.95,5,238,6,0,1,0,technical,low
0.74,0.89,5,229,6,0,1,0,support,low
0.38,0.47,2,144,3,0,1,0,support,low
0.41,0.49,2,146,3,0,1,0,IT,low
0.11,0.91,6,308,4,1,1,0,IT,low
0.4,0.52,2,147,3,0,1,0,product_mng,medium
0.1,0.77,7,250,5,0,1,0,RandD,medium
0.1,0.94,6,285,4,0,1,0,support,medium
0.41,0.49,2,130,3,0,1,0,marketing,low
0.1,0.81,6,268,4,0,1,0,marketing,low
0.4,0.46,2,130,3,0,1,0,sales,low
0.61,0.47,2,253,3,0,1,0,sales,low
0.45,0.52,2,145,3,0,1,0,sales,medium
0.44,0.51,2,140,3,0,1,0,hr,medium
0.41,0.56,2,143,3,0,1,0,technical,medium
0.11,0.8,6,282,4,0,1,0,technical,medium
0.91,0.91,4,262,6,0,1,0,support,low
0.09,0.91,6,275,4,0,1,0,support,low
0.76,0.9,4,263,5,0,1,0,support,low
0.72,0.96,5,267,5,0,1,0,technical,low
0.91,0.87,4,235,5,0,1,0,technical,low
0.82,0.86,5,243,5,0,1,0,IT,low
0.37,0.45,2,142,3,0,1,0,IT,low
0.77,0.93,4,231,5,0,1,0,hr,medium
0.38,0.51,2,159,3,0,1,0,sales,medium
0.42,0.57,2,154,3,1,1,0,marketing,medium
0.42,0.56,2,133,3,0,1,0,sales,low
0.46,0.57,2,139,3,0,1,0,sales,low
0.87,0.83,4,265,6,0,1,0,sales,low
0.1,0.87,6,250,4,0,1,0,sales,low
0.28,0.45,6,218,4,0,1,0,accounting,low
0.82,1,4,229,6,0,1,0,hr,medium
0.11,0.9,6,264,4,0,1,0,technical,medium
0.09,0.96,6,268,4,0,1,0,technical,medium
0.55,0.6,3,180,4,0,1,0,technical,medium
0.89,0.65,5,195,6,0,1,0,support,low
0.87,0.84,4,264,6,0,1,0,support,low
0.41,0.47,2,135,3,0,1,0,support,low
0.77,0.9,4,237,5,0,1,0,support,low
0.77,1,5,229,5,0,1,0,management,low
0.39,0.54,2,127,3,0,1,0,IT,low
0.44,0.46,2,143,3,0,1,0,IT,low
0.86,0.93,5,223,5,0,1,0,RandD,medium
0.37,0.54,2,152,3,0,1,0,marketing,medium
0.09,0.95,6,292,4,0,1,0,sales,medium
0.44,0.53,2,149,3,0,1,0,sales,low
0.87,1,5,242,5,0,1,0,sales,low
0.45,0.57,2,134,3,0,1,0,sales,low
0.42,0.54,2,143,3,1,1,0,sales,low
0.38,0.49,2,135,3,0,1,0,accounting,low
0.1,0.83,7,276,4,0,1,0,accounting,low
0.53,0.56,4,281,6,0,1,0,hr,medium
0.82,0.99,4,263,6,0,1,0,technical,medium
0.91,0.84,5,265,5,0,1,0,technical,medium
0.11,0.87,7,282,5,0,1,0,technical,low
0.11,0.97,6,289,5,0,1,0,support,medium
0.53,0.85,2,164,5,0,1,0,support,low
0.39,0.51,2,129,3,0,1,0,IT,low
0.1,0.95,7,289,4,0,1,0,IT,low
0.41,0.45,2,144,3,1,1,0,product_mng,low
0.45,0.45,2,154,3,1,1,0,support,medium
0.87,1,5,261,5,1,1,0,technical,medium
0.81,0.87,4,254,5,0,1,0,marketing,low
0.37,0.47,2,149,3,0,1,0,sales,low
0.37,0.5,2,141,3,0,1,0,sales,low
0.41,0.47,2,138,3,0,1,0,sales,low
0.82,0.85,5,248,5,0,1,0,sales,low
0.43,0.53,2,150,3,0,1,0,sales,low
0.43,0.57,2,157,3,0,1,0,sales,low
0.41,0.53,2,157,3,0,1,0,accounting,low
0.11,0.79,7,310,4,0,1,0,hr,low
0.9,0.96,5,243,5,0,1,0,technical,medium
0.81,0.88,5,242,5,0,1,0,support,medium
0.4,0.51,2,139,3,0,1,0,support,low
0.39,0.54,2,155,3,0,1,0,support,low
0.86,0.84,5,222,5,0,1,0,IT,low
0.11,0.92,7,307,4,0,1,0,IT,low
0.1,0.85,7,279,4,0,1,0,RandD,medium
0.36,0.52,2,146,3,0,1,0,sales,medium
0.34,0.67,4,141,2,0,1,0,sales,low
0.38,0.56,2,154,3,0,1,0,sales,low
0.39,0.57,2,127,3,0,1,0,sales,low
0.44,0.53,2,140,3,0,1,0,sales,low
0.84,0.83,4,227,5,0,1,0,accounting,low
0.74,0.97,4,228,5,0,1,0,hr,low
0.45,0.54,2,129,3,0,1,0,technical,medium
0.79,0.86,5,235,5,0,1,0,support,medium
0.43,0.55,2,130,3,0,1,0,support,high
0.38,0.53,2,146,3,0,1,0,support,low
0.39,0.46,2,136,3,0,1,0,support,medium
0.09,0.84,6,269,4,0,1,0,sales,low
0.78,0.86,5,274,5,0,1,0,sales,low
0.42,0.47,2,135,3,0,1,0,sales,low
0.43,0.53,2,147,3,0,1,0,sales,medium
0.1,0.81,7,244,5,0,1,0,hr,medium
0.79,0.93,5,268,5,0,1,0,technical,medium
0.8,0.9,5,267,5,0,1,0,technical,medium
0.1,0.87,7,251,5,0,1,0,technical,low
0.72,0.84,4,256,5,0,1,0,technical,low
0.37,0.54,2,157,3,0,1,0,support,low
0.76,0.98,5,217,6,0,1,0,product_mng,medium
0.81,0.92,5,239,5,0,1,0,RandD,medium
0.14,0.75,4,277,5,1,1,0,sales,medium
0.42,0.57,2,147,3,1,1,0,management,low
0.82,0.94,5,236,5,0,1,0,sales,low
0.59,1,2,155,5,0,1,0,sales,low
0.73,0.97,6,189,2,0,1,0,sales,low
0.11,0.97,6,310,4,0,1,0,accounting,medium
0.73,0.93,5,162,4,0,1,0,technical,low
0.89,0.88,5,228,5,1,1,0,support,low
0.37,0.48,2,160,3,0,1,0,support,low
